Dialogue ID,Character Name,Dialogue
4285,Harry Potter,"Kreacher, where's Sirius?"
4286,Kreacher,Master went out.
4287,Dolores Umbridge,"So, turning a hallway into a swamp is funny, is it?"
4288,Fred Weasley,"Fairly amusing, yeah."
4289,Dolores Umbridge,"Well, now you're going to learn what happens to wrongdoers in my school."
4290,Fred Weasley,This was never your school! Hogwarts is Dumbledore's school!
4291,Dolores Umbridge,"Well, now you're going to get your"
4292,George Weasley,"You know, I don't think we are."
4293,Fred Weasley,"George, I think we've outgrown full- time education. Wouldn't you agree?"
4294,George Weasley,"Completely, Fred."
4295,Fred Weasley,Time to enter the real world?
4296,George Weasley,Definitely.
4297,Fred Weasley,Accio brooms!
4298,George Weasley,Accio brooms!
4299,Fred Weasley,We won't be seeing you.
4300,George Weasley,"Yeah, don't bother writing."
4301,Fred Weasley,Be sure to visit us at our new premises on Diagon Alley!
4302,Harry Potter,"You know where he is, don't you?"
4303,Kreacher,Master does not tell Kreacher where he goes.
4304,Kreacher,Master will never return from the Department of Mysteries!
4305,Dolores Umbridge,You think you could simply walk into my office without me knowing about it? Foolish boy!
4306,Dolores Umbridge,Accio wand!
4307,Dolores Umbridge,Who were you trying to contact?
4308,Harry Potter,It's none of your business.
4309,Dolores Umbridge,"Draco, would you fetch Professor Snape, please?"
4310,Dolores Umbridge,"Very well, Potter. I have been patient enough with you."
4311,Severus Snape,You wished to see me?
4312,Dolores Umbridge,I have just caught Potter trying to communicate with someone in my fire. I need some Veritaserum. Truth syrum.
4313,Severus Snape,"Well, it appears that I cannot help you. I have none."
4314,Harry Potter,He's got Padfoot at the place it's hidden!
4315,Severus Snape,"Potter, if I want nonsense shouted at me, I shall inform you. He sweeps from the office. Umbridge is enraged."
4316,Dolores Umbridge,"We've played nicely, Potter. You"
4317,Dolores Umbridge,You could have saved me a lot of trouble if those Dementors I sent to your house had finished you off!
4318,Harry Potter,You sent the Dementors?
4319,Dolores Umbridge,Of course I did! Someone had to act!
4320,Hermione Granger,"No! Please, stop!"
4321,Dolores Umbridge,"Well, well."
4322,Harry Potter,"Hermione, no!"
4323,Hermione Granger,"We have to tell her, Harry..."
4324,Harry Potter,I would rather die!
4325,Dolores Umbridge,"Shut up, Potter! Now talk, you silly girl! Who were you talking to?"
4326,Hermione Granger,We were trying to find Professor Dumbledore. We had to tell him...
4327,Dolores Umbridge,Tell him?
4328,Hermione Granger,That it's ready. The weapon.
4329,Dolores Umbridge,You and Mr. Potter will take me to it.
4330,Dolores Umbridge,"Much further, is it?"
4331,Hermione Granger,"Oh, yes. It's very well hidden."
4332,Magorian,What are you doing in our forest?
4333,Dolores Umbridge,Your forest? This forest belongs to the Ministry of Magic!
4334,Dolores Umbridge,"Stay back, you beasts!"
4335,Dolores Umbridge,You cannot attack me! Any attack on a wizard by a half-breed--
4336,Hermione Granger,Don't call them that!
4337,Magorian,You dare to insult us?
4338,Dolores Umbridge,Come no closer!
4339,Dolores Umbridge,Incarcerous!
4340,Dolores Umbridge,Ingrates! Animals! Filthy half- bloods!
4341,Ghost,What of these two?
4342,Ghost,They have been here with Hagrid. They have heard the warnings and disobeyed. They must suffer the consequences!
4343,Draco Malfoy,"God, I can't wait until all you Weasleys have been expelled. Your stench has been fouling this castle for too long."
4344,Ron Weasley,"Shut up, Malfoy!"
4345,Draco Malfoy,"That's for speaking to me. You know, you Weasleys are just as bad as Mudbloods!"
4346,Draco Malfoy,"You know, Weasley, it's really too bad Potter saved you from the Chamber of Secrets."
4347,Ron Weasley,Stupify!
4348,Neville Longbottom,Expelliarmus!
4349,Grawp,Haggar!
4350,Grawp,Hermy! Where Haggar?
4351,Hermione Granger,"Grawp, help us!"
4352,Grawp,Grawp save Hermy!
4353,Harry Potter,"Great plan, Hermione."
4354,Hermione Granger,I thought it worked out rather nicely.
4355,Ron Weasley,That's just what we were wondering.
4356,Ron Weasley,"So, how do we get to the Ministry?"
4357,Hermione Granger,I'd imagine we should fly.
4358,Harry Potter,We've got no brooms.
4359,Luna Lovegood,There are other ways to fly.
4360,Luna Lovegood,"I mean, they can fly, and they're"
4361,Harry Potter,What are those?
4362,Ron Weasley,What are what?
4363,Hermione Granger,"There's nothing there, Harry."
4364,Luna Lovegood,"Yes, there is. They're Thestrals. You can't see them unless you've seen someone die."
4365,Neville Longbottom,I can see them too.
4366,Harry Potter,"All right, then. Get on one, and we'll be off."
4367,Ron Weasley,And what about those of us who can't see them? Luna comes over to them.
4368,Luna Lovegood,I'll show you.
4369,Ron Weasley,Never again...
4370,Ginny Weasley,"What now, Harry?"
4371,Harry Potter,"All right, come on."
4372,Goblin,Department of Mysteries.
4373,Harry Potter,Where is everyone?
4374,Ginny Weasley,The Ministry closed a half-hour ago. I expect they all went home.
4375,Harry Potter,That's how Voldemort got in unnoticed.
4376,Harry Potter,This is it. Come on.
4377,Harry Potter,Stay close.
4378,Ginny Weasley,Now where?
4379,Harry Potter,"I don't understand. In my dream,"
4380,Hermione Granger,"Well, let's try a few."
4381,Harry Potter,Yeah. I'll know the way when I see it.
4382,Harry Potter,Who's there?
4383,Harry Potter,Sirius?
4384,Hermione Granger,"There's no one here, Harry. This isn't the right room."
4385,Harry Potter,Does anyone else hear that?
4386,Luna Lovegood,I do. It's coming from the Veil.
4387,Luna Lovegood,There are people in there!
4388,Ron Weasley,"What do you mean, people?"
4389,Hermione Granger,"Harry, I think we should leave."
4390,Harry Potter,Sirius...yeah...
4391,Harry Potter,Alohomora!
4392,Harry Potter,"Whatever's in there, the Ministry sure doesn't want anyone getting to it."
4393,Harry Potter,This is it! Come on!
4394,Harry Potter,This is it. This is where Sirius is!
4395,Harry Potter,He's in here somewhere.
4396,Hermione Granger,I don't think Sirius is here.
4397,Ron Weasley,"Harry, have you seen this?"
4398,Ron Weasley,Er...it's got your name on it.
4399,Harry Potter,What's my name doing here?
4400,Hermione Granger,"Don't touch it, Harry!"
4401,Harry Potter,Why not?
4402,Neville Longbottom,"Yeah, Harry, don't."
4403,Harry Potter,It's got my name on it!
4404,Lucius Malfoy,"I warned you before that one day you would come to a sticky end, Potter."
4405,Harry Potter,Where's Sirius?
4406,Lucius Malfoy,"We don't have him, if that's what you mean. Harry is stunned."
4407,Lucius Malfoy,"The Dark Lord knows your weakness for heroics, Potter. All it took was a little nudge to get you here."
4408,Lucius Malfoy,Now give me that prophesy.
4409,Harry Potter,What prophesy?
4410,Lucius Malfoy,That prophesy. Now hand it over or we'll have to use wands on you.
4411,Harry Potter,Go ahead.
4412,Lucius Malfoy,"Very brave of you, Potter. Or are you foolish?"
4413,Harry Potter,Come and find out!
4414,Lucius Malfoy,"Really, Potter. You expect to defeat all of us with your little school friends? Now hand it over, and they won't have to die here."
4415,Bellatrix Lestrange,I haven't escaped from Azkaban for this!
4416,Lucius Malfoy,No! If the prophesy is smashed--
4417,Bellatrix Lestrange,Take the youngest girl. We'll see how committed Potter is as we torture her.
4418,Harry Potter,You even try to take her and I'll smash this thing.
4419,Harry Potter,"So, what kind of prophesy are we talking about here?"
4420,Bellatrix Lestrange,"Surely you jest, Potter?"
4421,Harry Potter,Not really. How come Voldemort wants it?
4422,Lucius Malfoy,You dare to speak the Dark Lord's name?
4423,Bellatrix Lestrange,Silence! How dare you utter that name from your half--blood mouth!
4424,Harry Potter,"Hey, did you know Voldemort's a half-blood too?"
4425,Lucius Malfoy,"Control yourself, Bellatrix!"
4426,Harry Potter,What's so special about this
4427,Lucius Malfoy,You mean Dumbledore never told you the reason you bear that scar was hidden here?
4428,Harry Potter,What?
4429,Lucius Malfoy,So that's what took you so long. We wondered.
4430,Lucius Malfoy,"Only a person for whom the prophesy was made can remove it from its self, Potter, and the Dark Lord certainly couldn't get it himself."
4431,Harry Potter,"So he used me to do his dirty work, did he?"
4432,Harry Potter,Now!
4433,Hermione Granger,Stupify!
4434,Lucius Malfoy,Stop them!
4435,Hermione Granger,Colloportus!
4436,Harry Potter,Where'd the rest go?
4437,Hermione Granger,"Harry, they went the wrong way!"
4438,Ghosts,They might have gone on to the hall.
4439,Bellatrix Lestrange,Check under the desks.
4440,Harry Potter,Stupify!
4441,Bellatrix Lestrange,Avada--
4442,Neville Longbottom,Expelliarmus!
4443,Harry Potter,Stupify!
4444,Harry Potter,Ron!
4445,Ghosts,Impedimenta!
4446,Ghosts,We've got him!
4447,Hermione Granger,Silenco! Stupify!
4448,Harry Potter,Pretificus Totalus!
4449,Neville Longbottom,Stupify!
4450,Harry Potter,Hermione!
4451,Harry Potter,"Please don't be dead, please don't be dead... He shakes her."
4452,Neville Longbottom,What's they do to her?
4453,Neville Longbottom,"She's alive, Harry. There's a pulse."
4454,Harry Potter,Can we carry her?
4455,Neville Longbottom,I'll do it. You're better at fighting.
4456,Neville Longbottom,Where do we go?
4457,Harry Potter,I don't know...
4458,Harry Potter,What happened.
4459,Ginny Weasley,I think my ankle's broken. And somebody hit Ron with a weird spell...
4460,Ron Weasley,"Hiyya, Harry."
4461,Luna Lovegood,They hit her with something too.
4462,Harry Potter,"We need to get out of here. Luna, can you help Ginny?"
4463,Bellatrix Lestrange,There they are!
4464,Lucius Malfoy,"Your race is run, Potter. Hand it over."
4465,Harry Potter,Let my friends go and I will.
4466,Lucius Malfoy,You are not in a position to negotiate.
4467,Neville Longbottom,"Don't do it, Harry! Don't!"
4468,Harry Potter,"Stop, Neville!"
4469,Bellatrix Lestrange,Neville? Neville Longbottom?
4470,Bellatrix Lestrange,"My dear boy, I paid your parents a visit a long time ago. We had such a time!"
4471,Neville Longbottom,You put them in St. Mungos!
4472,Bellatrix Lestrange,"So, Potter. Give us the Prophesy or I'll see how long it takes to crack Longbottom like his parents."
4473,Neville Longbottom,Don't give it to them!
4474,Bellatrix Lestrange,Crucio!
4475,Harry Potter,Are you all right?
4476,Neville Longbottom,Yeah...
4477,Ghosts,Give me the prophesy!
4478,Sirius Black,"Get out of here, you two!"
4479,Sirius Black,That will take you back out of the Department of Mysteries.
4480,Harry Potter,You come with us!
4481,Sirius Black,"You're the important one, now, Harry. I have to help the Order."
4482,Sirius Black,"I'll always be here for you, Harry. Now go!"
4483,Sirius Black,"Hello, cousin!"
4484,Lucius Malfoy,Potter!
4485,Lucius Malfoy,"We may have lost the prophesy, but I can still deliver you to the Dark Lord!"
4486,Lucius Malfoy,Stupify!
4487,Harry Potter,Protego!
4488,Neville Longbottom,It's Dumbledore!
4489,Sirius Black,"Is that the best you've got, cousin?"
4490,Remus Lupin,Harry! HARRY!...he's gone...there's nothing you can do...
4491,Harry Potter,No...no...no....
4492,Remus Lupin,"Harry, no!"
4493,Bellatrix Lestrange,"You can't stop me, Potter!"
4494,Harry Potter,I'LL KILL you!!
4495,Harry Potter,Stupify!
4496,Bellatrix Lestrange,"Come out, come out, Potter..."
4497,Bellatrix Lestrange,"Well, well, have you come to avenge your dear Godfather?"
4498,Harry Potter,Crucio!
4499,Bellatrix Lestrange,Crucio!
4500,Bellatrix Lestrange,"Never used an Unforgivable Curse before, have you, Potter? You have to mean it, you have to want to cause the pain in your very soul..."
4501,Bellatrix Lestrange,Give me the prophesy!
4502,Harry Potter,Can't. It got smashed by accident!
4503,Bellatrix Lestrange,You lie!
4504,Harry Potter,"How's Voldemort going to like that? You've failed him, and he's not very forgiving, is he?"
4505,Bellatrix Lestrange,"Forgive me, Master! I tried, I--"
4506,Harry Potter,"He can't hear you from here, you know!"
4507,Voldemort,"So, you smashed my prophesy..."
4508,Voldemort,"I grow tired of you continually thwarting my plans, Harry Potter!"
4509,Voldemort,Avada Kadavra!
4510,Albus Dumbledore,"You should not have come here tonight, Tom."
4511,Voldemort,"It is you who made that mistake, Dumbledore!"
4512,Voldemort,Avada Kedavra!
4513,Voldemort,"You do not seek to kill me, Dumbledore?"
4514,Albus Dumbledore,"There are other ways to destroy a man, Tom."
4515,Voldemort,There is nothing worse than death!
4516,Albus Dumbledore,"You are quite wrong, Tom, as you have always been."
4517,Harry Potter,Look out!
4518,Harry Potter,Professor!
4519,Albus Dumbledore,"Stay where you are, Harry!"
4520,Albus Dumbledore,Harry!
4521,Albus Dumbledore,"Are you all right, Harry?"
4522,Percy Weasley,"Minister, I saw him! You-Know-Who! He was right there!"
4523,Cornelius Fudge,I know...I saw him too...
4524,Albus Dumbledore,"If you and your men will proceed to the Death Room, you will find several Death Eaters which I and some others have apprehended."
4525,Cornelius Fudge,Seize him!
4526,Albus Dumbledore,"Minister, you have just seen You- Know-Who in the flesh only seconds ago! It is time to come to your senses!"
4527,Albus Dumbledore,"If you insist on trying to arrest me, I am perfectly willing demonstrate how useless such an attempt will be."
4528,Cornelius Fudge,"Dumbledore, what the blazes happened here?"
4529,Albus Dumbledore,"I will explain everything, Minister. Just as soon as I return Harry to school."
4530,Cornelius Fudge,What's he doing here? And what's happened to him?
4531,Albus Dumbledore,"Minister, you will order the removal of Dolores Umbridge from my school."
4532,Albus Dumbledore,All Educational Decrees will be nullified and you will call off the search on Hagrid so he can return to work.
4533,Albus Dumbledore,"I will return here later tonight, after I have seen to Harry. It should not take long. He taps the Golden centaur head."
4534,Albus Dumbledore,Portus.
4535,Cornelius Fudge,"Dumbledore, I want some answers!"
4536,Albus Dumbledore,"The Second War has begun, Minister."
4537,Albus Dumbledore,Thank you...
4538,Albus Dumbledore,"Please sit, Harry."
4539,Albus Dumbledore,"I understand how you feel, Harry--"
4540,Harry Potter,No you don't!
4541,Albus Dumbledore,"You forget that Sirius was my friend too. You are not the only person on this earth capable of feelings, Harry."
4542,Albus Dumbledore,"There is no shame in feeling pain, Harry. It is your greatest strength..."
4543,Harry Potter,You don't have a clue! You can't possibly know!
4544,Albus Dumbledore,What can't I know?
4545,Albus Dumbledore,"This pain is part of being human, Harry..."
4546,Harry Potter,I don't care! I don't care!
4547,Albus Dumbledore,You do care. You care so much you feel like you will bleed to death because of it.
4548,Harry Potter,Let me out.
4549,Albus Dumbledore,No.
4550,Harry Potter,You can't keep me in here!
4551,Albus Dumbledore,"I daresay I can. And if you actually do attack me with that wand, Harry, I'm afraid to say you will regret it."
4552,Albus Dumbledore,It is my fault Sirius died tonight.
4553,Albus Dumbledore,"Harry, I owe you this explanation, to show you the failings of an old man."
4554,Harry Potter,I already know all this.
4555,Albus Dumbledore,"Haven't you wondered why I haven't spoken to you, even looked at you, for months?"
4556,Harry Potter,"Well, yeah, I did..."
4557,Albus Dumbledore,"Sirius told me you believed there was a snake inside of you. This was Voldemort attempting to manipulate you. To protect you from this, I had you study Occlumency."
4558,Harry Potter,But Snape stopped giving me lessons.
4559,Albus Dumbledore,"Yes. I thought he could overcome his feelings towards your father, but I was wrong. Some wounds cut too deep to be healed."
4560,Harry Potter,"He barely taught me, though. I always felt more open to it after the lessons. Like he was trying to open me to Voldemort--"
4561,Albus Dumbledore,"I would trust Severus Snape with my life, Harry. You have never recovered from your mistrust of him in your first year."
4562,Harry Potter,Sirius didn't trust him. Didn't believe he'd really turned to our side...
4563,Albus Dumbledore,"Again, some wounds run too deep to be healed, Harry. Severus and Sirius never liked each other at school. This has never changed."
4564,Albus Dumbledore,"During your Occulumency lessons, Professor Snape discovered that you were dreaming about the door in the Department of Mysteries."
4565,Harry Potter,"I've been dreaming about that all year, before Voldemort discovered the connection."
4566,Albus Dumbledore,"Yes. Voldemort has been obsessed with hearing that prophesy since he returned. Because of your scar, what he was obsessed with, you were obsessed with, in the form of dreams."
4567,Albus Dumbledore,"Once he discovered the connection, Voldemort had little difficulty in manipulating you into thinking he had captured Sirius."
4568,Harry Potter,But I checked Grimmauld Place! Kreacher said--
4569,Albus Dumbledore,Kreacher lied. He wanted you to go to the Department of Mysteries.
4570,Harry Potter,Why?
4571,Albus Dumbledore,Kreacher has been serving two masters for some months now.
4572,Harry Potter,What?
4573,Harry Potter,"Wait, where was Sirius when I tried to contact him?"
4574,Albus Dumbledore,Ah. Apparently Kreacher had injured Buckbeak to distract him in case you tried to contact Headquarters.
4575,Albus Dumbledore,Sirius was tending to the wounds when you called.
4576,Harry Potter,And Hermione said we should be nice to Kreacher!
4577,Albus Dumbledore,"She was quite right, Harry. Kreacher is what wizards have made him. He is to be pitied, not hated."
4578,Harry Potter,Sirius hated him.
4579,Albus Dumbledore,He didn't hate Kreacher himself. Kreacher was a reminder to Sirius of the home he had always hated.
4580,Harry Potter,"Yeah, he really hated that place. And you kept him locked up in there!"
4581,Albus Dumbledore,I was trying to save his life!
4582,Albus Dumbledore,I also knew that Voldemort would return one day. I played to his weakness. There is an ancient magic which Voldemort has always underestimated.
4583,Albus Dumbledore,"This magic is what your mother gave you when she died. That protection would only work, however, if you were cared for by a blood relative. Your Aunt, Petunia."
4584,Harry Potter,She never loved me.
4585,Albus Dumbledore,"Perhaps not. But she took you in, however grudgingly. As long as you can call your Aunt's house your home, you are protected."
4586,Albus Dumbledore,"And now we come to the moment of terrible truth, the moment I have dreaded for fifteen years. The moment when I must lay another burden atop your already straining shoulders."
4587,Albus Dumbledore,Do you remember your first year here? When you lay in the hospital wing fresh from your confrontation with Voldemort?
4588,Albus Dumbledore,Do you remember what you asked me that night?
4589,Harry Potter,I asked you why Voldemort tried to kill me.
4590,Albus Dumbledore,"You have no idea the pain it causes me to tell it to you, even now. But unfortunately, I must."
4591,Harry Potter,"I don't understand, Professor."
4592,Harry Potter,"Professor, why am I so important to"
4593,Albus Dumbledore,"An excellent question, Harry. The answer lies in the prophesy."
4594,Harry Potter,"Sir, it got smashed."
4595,Albus Dumbledore,That was not the only place the Prophesy is preserved.
4596,Sybill Trelawney,"""The One with the power to vanquish the Dark Lord approaches....Born to"
4597,Harry Potter,"I'm not sure I understand all that, sir..."
4598,Harry Potter,And...it means me?
4599,Albus Dumbledore,"Interestingly, there were two boys whom the prophesy could have been referring to. You and Neville Longbottom."
4600,Harry Potter,"So it's not necessarily me, sir?"
4601,Harry Potter,What if he chose wrong?
4602,Harry Potter,Why didn't he wait? Why attack when we were babies?
4603,Albus Dumbledore,"Voldemort had an informant listening to my meeting with Professor Trelawney. Fortunately he was discovered before he could hear the entire prophesy. Voldemort had to act immediately, he didn't know the rest of the prophesy. All he knew was that he had to destroy the child who would grow to be a threat to his power."
4604,Harry Potter,But I don't have any special powers.
4605,Albus Dumbledore,There is a room in the Department of Mysteries which is kept locked at all times. It contains a force so wonderful and yet terrible that it is greater than death itself. It is that power which you have incredible amounts of and of which Voldemort has none.
4606,Harry Potter,"What is it, sir?"
4607,Albus Dumbledore,"There is only the end of the prophesy which we haven't addressed. It states ""neither can live while the other survives."""
4608,Albus Dumbledore,"It is the final burden which I must place on you, Harry."
4609,Harry Potter,One of us has to kill the other...in the end.
4610,Albus Dumbledore,Yes.
4611,Nearly Headless Nick,"Hello, Harry."
4612,Harry Potter,"Hey, Nick."
4613,Nearly Headless Nick,"I--Well, Madam Pomfrey asked me to tell you that Hermione and Ron are out of the hospital wing."
4614,Harry Potter,Oh. Thanks.
4615,Harry Potter,"Nick, I was wondering about something?"
4616,Nearly Headless Nick,I've been expecting this...
4617,Harry Potter,Expecting what?
4618,Nearly Headless Nick,A lot of people come to me when they've lost loved ones.
4619,Harry Potter,I expect so...
4620,Nearly Headless Nick,"He's not coming back, Harry."
4621,Harry Potter,Why?
4622,Nearly Headless Nick,I'm sorry I couldn't be of more
4623,Hermione Granger,Harry!
4624,Harry Potter,How are you?
4625,Ron Weasley,"Good as new, mate."
4626,Harry Potter,Better.
4627,Hermione Granger,"Come on, let's go in to the feast."
4628,Harry Potter,I've got something to tell you. Something important.
4629,Harry Potter,But not right now. I'm not ready.
4630,Hermione Granger,"Take your time, Harry. We'll be here when you are."
4631,Luna Lovegood,"Hello, Harry."
4632,Luna Lovegood,It's the last night and I need to pack.
4633,Luna Lovegood,"Oh, people take my things and hide them."
4634,Luna Lovegood,"I don't think they like me much. Some of them call me ""Loony"" Lovegood."
4635,Harry Potter,Do you need any help looking?
4636,Luna Lovegood,Oh no. It all turns up in the end.
4637,Luna Lovegood,Sirius Black. Hermione said he was your Godfather.
4638,Harry Potter,Yeah.
4639,Luna Lovegood,My mother. I was nine.
4640,Harry Potter,I'm sorry.
4641,Luna Lovegood,It's okay. It's not like I'll never see her again.
4642,Harry Potter,Isn't it?
4643,Luna Lovegood,Don't tell me you didn't hear them. The voices beyond the Veil?
4644,Luna Lovegood,"They were just out of sight, that's all."
4645,Luna Lovegood,"Of course. Anyway, my mum always said the things we lose have a way of coming back to us in the end. If not always in the way we expect. Think I'll just go have some pudding."
4646,Harry Potter,I've been thinking about something Dumbledore said to me.
4647,Hermione Granger,What's that ?
4648,Harry Potter,That even though we've got a fight ahead of us we've got one thing that Voldemort doesn't have.
4649,Ron Weasley,Yeah ?
4650,Harry Potter,Something worth fighting for
4651,Bellatrix Lestrange,Narcissa!
4652,Bellatrix Lestrange,Cissy! You mustn't do this.  He can't be trusted.
4653,Narcissa Malfoy,The Dark Lord trusts him.
4654,Bellatrix Lestrange,The Dark Lord is mistaken.
4655,Bellatrix Lestrange,Or so I believe.
4656,Narcissa Malfoy,"Well, who can one trust these days?"
4657,Bellatrix Lestrange,He lives in this Muggle dunghill?
4658,Severus Snape,"Run along, Wormtail."
4659,Narcissa Malfoy,"I've nowhere else to turn, Severus."
4660,Bellatrix Lestrange,You must be joking.
4661,Narcissa Malfoy,I know I ought not to be here. The Dark Lord himself has forbidden me to speak of this --
4662,Severus Snape,"If the Dark Lord has forbidden it, you ought not to speak."
4663,Severus Snape,"Put it down, Bella.  We mustn't touch what isn't ours. As it so happens I'm aware of your situation, Narcissa."
4664,Bellatrix Lestrange,You? The Dark Lord told you?
4665,Severus Snape,"Your sister doubts me, Narcissa. Understandable."
4666,Severus Snape,Over the years I have played my part well.  So well I've deceived one of the greatest wizards of all time.
4667,Severus Snape,Dumbledore is a great wizard. Only a fool would question it.
4668,Narcissa Malfoy,"I... I don't doubt you, Severus."
4669,Bellatrix Lestrange,"You should feel honored, Cissy. As should Draco --"
4670,Narcissa Malfoy,He's just a boy!
4671,Severus Snape,I can't change the Dark Lord's mind.  But it might be possible for me to help Draco.  To provide some... protection.
4672,Narcissa Malfoy,"Do you mean it, Severus?"
4673,Severus Snape,I can try.
4674,Narcissa Malfoy,"Oh, Severus, please, if you would... I would be forever in your debt."
4675,Bellatrix Lestrange,Swear to it.
4676,Bellatrix Lestrange,Make the Unbreakable Vow. You see.  It's just empty words. Oh he'll try.  He'll give it his best effort.  But when it matters most he'll slither back into his hole.  Bloody coward...
4677,Severus Snape,Take out your wand.
4678,Bellatrix Lestrange,"Will you, Severus Snape, watch over Draco Malfoy as he attempts to fulfill the Dark Lord's wishes."
4679,Severus Snape,I will.
4680,Bellatrix Lestrange,"And will you, to the best of your ability, protect him from harm?"
4681,Severus Snape,I will.
4682,Bellatrix Lestrange,"And should it prove necessary, if it seems Draco will fail... will you yourself carry out the deed that the Dark Lord has ordered Draco to perform?"
4683,Severus Snape,I will.
4684,Wizard,Harry Potter.  Who's Harry Potter?
4685,Harry Potter,Oh.  Um.  No one.  Bit of a tosser.
4686,Wizard,"Funny that paper of yours.  Couple nights ago, I could swear I saw one of the pictures move."
4687,Harry Potter,Really.
4688,Wizard,Thought I'd gone round the twist.
4689,Harry Potter,Hey.  I was wondering...
4690,Wizard,Eleven.  That's when I get off.
4691,Albus Dumbledore,I once knew a Muggle girl from Liverpool with hair like spun silk.  No light could resist it...
4692,Harry Potter,I like riding round on the trains. It takes my mind off... things.
4693,Albus Dumbledore,"Rather unpleasant to behold, isn't it?  The tale is thrilling if I do say so myself, but I'm afraid now is not the time to tell it.  Take my arm."
4694,Harry Potter,"I just Apparated, didn't I?"
4695,Albus Dumbledore,Indeed.  And quite successfully I might add.  Most people vomit their first time.
4696,Harry Potter,Can't imagine why...
4697,Albus Dumbledore,"Welcome to the charming village of Budleigh Babberton, Harry.  I assume right about now you're wondering why I've brought you here, am I right?"
4698,Harry Potter,"After all these years, I just sort of roll with it, sir."
4699,Albus Dumbledore,"Wand out, Harry."
4700,Albus Dumbledore,Lumos...
4701,Albus Dumbledore,Horace!
4702,Horace Slughorn,Merlin's Beard!
4703,Horace Slughorn,"There's no need to disfigure me, Albus!"
4704,Albus Dumbledore,"I must say, you make a very convincing armchair, Horace."
4705,Horace Slughorn,It's all in the upholstery. I come by the stuffing naturally. What gave me away?
4706,Albus Dumbledore,Dragon's blood.
4707,Horace Slughorn,"Yes, well, I couldn't very well use wizard's blood, could I?  Oho!"
4708,Albus Dumbledore,"Ah yes.  Introductions.  Harry, this is an old friend and colleague of mine, Horace Slughorn.  Horace, this is, well, you know who this is. Apparently there's some thought he may be the Chosen One."
4709,Albus Dumbledore,"So why all the theatrics, Horace? You weren't perhaps expecting someone else, were you?"
4710,Horace Slughorn,S-someone else?  I'm sure I don't know what you mean.
4711,Horace Slughorn,Oh all right!  The Death Eaters have been trying to recruit me for over a year.  Do you know what that's like?  One can only say no to these people so many times before they...
4712,Albus Dumbledore,Take matters into their own hands?
4713,Horace Slughorn,I never stay anywhere more than a week.  The Muggles who own this place are in the Canary Islands.
4714,Albus Dumbledore,"Well, I think it should be put back in order for them, don't you? Mind?"
4715,Albus Dumbledore,That was fun.  May I use the loo?
4716,Horace Slughorn,"Don't think I don't know why you're here, Albus!  The answer is still no!  Absolutely, unequivocally no!"
4717,Horace Slughorn,You look very like your father. Except for your eyes.  You've got --
4718,Harry Potter,"My mother's eyes, yeah."
4719,Horace Slughorn,Lily.  Lovely Lily.  She was exceedingly bright -- your mother. Even more impressive when one considers she was Muggle-born.
4720,Harry Potter,One of my best friends is Muggle- born.  She's the best in our year.
4721,Horace Slughorn,"Oh, but you mustn't think I'm prejudiced!  No, no, no! Your mother was one of my absolute favorites!  Look, there she is. Right up front."
4722,Horace Slughorn,"All mine, each and every one.  Ex- students, I mean.  You recognize Barnubas Cuffe, of course, editor of the Daily Prophet."
4723,Horace Slughorn,"Always takes my owl should I want to register my opinion on the news of the day.  And there's Ambrosius Flume of Honeydukes.  Sends a hamper of chocolate to the house each birthday.  That is, when I had a house.  And Gwenog Jones, captain of the Holyhead Harpies -- free tickets whenever I want them. Of course, I haven't been to a match in some time..."
4724,Horace Slughorn,"Ah yes.  Regulus Black.  You no doubt know of his older brother Sirius.  Died a few weeks ago.  I taught the whole Black family except Sirius.  Shame.  Talented boy.  I got Regulus when he came along, of course, but I'd have liked the set."
4725,Albus Dumbledore,Mind if I take this?  I do love knitting patterns.
4726,Horace Slughorn,Of course.  But you're not leaving?
4727,Albus Dumbledore,"I think I know a lost cause when I see one.  Regrettable.  I would have considered it a personal triumph had you consented to return to Hogwarts, Horace.  You are, like my friend Mr. Potter -- one of a kind."
4728,Horace Slughorn,"All right!  I'll do it.  But I'll be wanting Professor Merrythought's old office, not that water closet I had formerly. And I expect a raise!  These are mad times we live in!  Mad!"
4729,Albus Dumbledore,Indeed they are.
4730,Harry Potter,"Sir, exactly what was that all --"
4731,Albus Dumbledore,"You are talented, famous and powerful -- everything Horace values.  Professor Slughorn is going to try to collect you, Harry.  You would be his crowning jewel.  That is why he is returning to Hogwarts.  And it is crucial he return..."
4732,Albus Dumbledore,"I fear I may have stolen a wondrous night from you, Harry. She was, truthfully, very pretty. The girl."
4733,Harry Potter,"It's alright, sir.  I'll go back tomorrow, make some excuse --"
4734,Albus Dumbledore,"You'll not be going back to Little Whinging tonight, Harry."
4735,Harry Potter,"But, sir.  What about Hedwig?  And there's my trunk --"
4736,Albus Dumbledore,Both are waiting for you.
4737,Harry Potter,Sir?
4738,Ginny Weasley,Hedwig...?  Mum!
4739,Ginny Weasley,Exactly.  How'd you guess?
4740,Ginny Weasley,"I'm joking, Mum."
4741,Molly Weasley,You're worse than Fred and George.
4742,Ginny Weasley,Now you're joking.  I was only wondering when Harry got here.
4743,Molly Weasley,Harry who?
